,Id,Name,placeOfBirth,Gender,DateAcquired
4188,2346,William Chase,0,Male,1994
4189,2222,Jean Baptiste Claude Chatelain,United Kingdom,Male,1988
4212,11461,Raimond Chaves,Colombia,Male,2009
4213,895,Bernard Cheese,United Kingdom,Male,1976
4214,896,Chloe Cheese,United Kingdom,Female,1978
4215,7298,Zhen Chen,China,Male,2009
4216,15351,Olga Chernysheva,Russia,Female,2011
4218,94,Louis Chéron,0,Male,1963
4219,897,Charles Cheston,United Kingdom,Male,1929
4221,898,Evelyn Cheston,United Kingdom,Female,1924
4222,12108,Spartacus Chetwynd,United Kingdom,Female,2008
4224,899,Sandro Chia,Italia,Male,1982
4232,900,Alfredo Chighine,Italia,Male,1960
4233,901,Eduardo Chillida,Spain,Male,1965
4234,92,George Chinnery,United Kingdom,Male,1942
4270,3151,Adam Chodzko,United Kingdom,Male,2001
4272,14735,Saloua Raouda Choucair,Al-Lubnan,Female,2011
4278,903,Gerard Chowne,India,Male,1943
4279,904,John Christie,0,Male,1982
4288,905,Christo,Bulgaria,Male,1982
4291,907,Sir Winston Churchill,United Kingdom,Male,1955
4292,93,Thomas Churchyard,United Kingdom,Male,1972
4297,908,Emma Ciardi,Italia,Female,1928
4298,12556,Marcelo Cidade,0,Male,0
4299,3086,Donato Cinicolo,0,Male,2001
4300,2485,Giovanni Battista Cipriani,Italia,Male,1996
4303,4599,born 1963; John Burgess; Keith Coventry City Racing (Matt Hale; Paul Noble  born 1958; Peter Owen),0,Male,2002
4304,909,Joze Ciuha,Slovenija,Male,1981
4306,95,Joseph Clark,United Kingdom,Male,1885
4308,910,Judy Clark,United Kingdom,Female,1973
4310,7714,Lygia Clark,Brasil,Female,2011
4314,914,Lady Edna Clarke Hall,United Kingdom,Female,1941
4336,911,Brian Clarke,United Kingdom,Male,1983
4344,912,Geoffrey Clarke,United Kingdom,Male,1974
4354,913,Graham Clarke,United Kingdom,Male,1979
4355,915,Robert Clatworthy,United Kingdom,Male,1959
4357,96,Sir George Clausen,United Kingdom,Male,1890
4374,916,Antoni Clavé,Spain,Male,1959
4375,9805,Steven Claydon,United Kingdom,Male,2009
4380,10518,Edgar Cleijne,Nederland,Male,0
4381,917,Francesco Clemente,Italia,Male,1983
4400,918,Jack Clemente,Italia,Male,1959
4402,2230,Luke Clennell,United Kingdom,Male,1988
4418,2261,Francis Cleyn,Germany,Male,1990
4419,97,Alfred Clint,United Kingdom,Male,1935
4420,98,George Clint,United Kingdom,Male,1847
4421,919,Margery Clinton,0,Female,1975
4422,920,Chuck Close,United States,Male,1980
4423,8659,John Closterman,Germany,Male,0
4424,921,Prunella Clough,United Kingdom,Female,1975
4453,15549,Shelagh Cluett,United Kingdom,Female,2012
4461,922,George Coates,Australia,Male,1938
4462,923,George Cockram,United Kingdom,Male,1892
4463,924,Bernard Cohen,United Kingdom,Male,1975
4511,925,Harold Cohen,United Kingdom,Male,1976
4563,16113,Lynne Cohen,United States,Female,2012
4573,926,Peter Coker,United Kingdom,Male,1981
4583,927,Sir William Coldstream,United Kingdom,Male,1940
4596,2688,Paul Coldwell,United Kingdom,Male,1999
4622,99,George Vicat Cole,United Kingdom,Male,1888
4624,2629,T Cole,0,Male,1997
4625,2375,James Coleman,Ireland,Male,1996
4627,928,Warrington Colescott,United States,Male,1975
4633,929,Ettore Colla,Italia,Male,1972
4638,16339,Edmund Collein,Germany,Male,2012
4642,2418,John Collet,United Kingdom,Male,1997
4643,12039,Anne Collier,United States,Female,2009
4644,100,Edward Collier,Nederland,Male,1948
4647,101,The Hon. John Collier,United Kingdom,Male,1881
4649,102,Thomas Collier,United Kingdom,Male,1921
4650,2486,Samuel Collings,0,Male,1997
4651,930,Cecil Collins,United Kingdom,Male,1951
4726,103,Charles Collins,0,Male,1981
4727,104,Charles Allston Collins,United Kingdom,Male,1920
4730,2405,Elisabeth Collins,United Kingdom,Female,1996
4734,2363,Hannah Collins,United Kingdom,Female,2000
4736,5468,Phil Collins,United Kingdom,Male,2003
4742,105,William Collins,United Kingdom,Male,1847
4760,2214,James Collinson,United Kingdom,Male,1898
4763,2588,Mat Collishaw,United Kingdom,Male,1997
4770,106,Samuel Colman,0,Male,1952
4773,16205,Adam de Colone,United Kingdom,Male,2012
4774,931,Ithell Colquhoun,India,Female,1977
4775,932,Robert Colquhoun,United Kingdom,Male,1954
4783,933,William Robert Colton,France,Male,1899
4785,2270,Ian Colverson,United Kingdom,Male,1975
4787,13197,Calum Colvin,United Kingdom,Male,2010
4795,934,Charles Conder,United Kingdom,Male,1917
4814,935,Philip Connard,United Kingdom,Male,1914
4821,936,Pietro Consagra,Italia,Male,1953
4822,16340,Erich Consemüller,Germany,Male,2012
4823,107,George Constable,United Kingdom,Male,1981
4824,108,John Constable,United Kingdom,Male,1847
5073,109,Lionel Bicknell Constable,United Kingdom,Male,1910
5076,937,Constant,Nederland,Male,1978
5078,938,Barrie Cook,United Kingdom,Male,1972
5079,9357,Richard Cook,United Kingdom,Male,2006
5081,2487,William Cook  of Plymouth,0,Male,1997
5082,110,Edward William Cooke,United Kingdom,Male,1847
5087,2603,Jean Cooke,United Kingdom,Female,1959
5088,6788,Nigel Cooke,United Kingdom,Male,2004
5090,111,Abraham Cooper,United Kingdom,Male,1951
5098,939,Austin Cooper,Canada,Male,1963
5101,2563,George Cooper,0,Male,1997
5102,940,Gerald Cooper,0,Male,1975
5103,2419,Richard Cooper  Junior,United Kingdom,Male,1997
5114,4744,Thomas Joshua Cooper,United States,Male,2002
5119,112,Thomas Sidney Cooper,United Kingdom,Male,1847
5123,2353,John Coplans,United Kingdom,Male,2000
5129,113,John Singleton Copley,United States,Male,1830
5136,941,William N. Copley,United States,Male,1961
5137,15617,Horacio Coppola,Argentina,Male,2012
5138,114,Matthew Ridley Corbet,United Kingdom,Male,1894
5140,2488,Richard Corbould,United Kingdom,Male,1997
5142,2392,Magda Cordell,Hungery,Female,1996
5144,942,Don Cordery,United Kingdom,Male,1975
5147,943,Lovis Corinth,Russia,Male,1936
5149,944,Douglas Corker,United Kingdom,Male,1979
5150,945,Guillaume Corneille,Belgium,Male,1978
5151,946,Joseph Cornell,United States,Male,1974
5152,2315,Richard Cosway,United Kingdom,Male,1985
5154,115,Francis Cotes,United Kingdom,Male,1889
5159,2710,John Joseph Cotman,United Kingdom,Male,1997
5161,116,John Sell Cotman,United Kingdom,Male,1882
5253,2489,Miles Edmund Cotman,0,Male,0
5254,947,Robert Cottingham,United States,Male,1982
5257,948,Gabriel Couderc,France,Male,1975
5258,6245,Keith Coventry,United Kingdom,Male,2006
5262,949,James Cowie,United Kingdom,Male,1983
5263,950,Frank Cadogan Cowper,United Kingdom,Male,1905
5265,117,David Cox,United Kingdom,Male,1927
5325,951,Stephen Cox,United Kingdom,Male,1982
5339,952,Raymond Coxon,United Kingdom,Male,1938
5341,118,Alexander Cozens,Russia,Male,1923
5578,119,John Robert Cozens,United Kingdom,Male,1856
5594,2291,Marmaduke Cradock,United Kingdom,Male,1991
5595,953,Tony Cragg,United Kingdom,Male,1989
5608,954,Frank Craig,United Kingdom,Male,1906
5609,955,Michael Craig-Martin,Ireland,Male,2013
5631,120,John Cranch,United Kingdom,Male,1968
5632,121,Walter Crane,United Kingdom,Male,1913
5633,956,Susan Crawford,United Kingdom,Female,1975
5634,957,Joseph Crawhall,United Kingdom,Male,1982
5635,958,John Craxton,United Kingdom,Male,1957
5642,959,Janet Cree,United Kingdom,Female,1933
5643,2760,Martin Creed,United Kingdom,Male,2012
5656,2262,Dennis Creffield,United Kingdom,Male,1990
5664,122,Thomas Creswick,United Kingdom,Male,1847
5666,960,Roberto Crippa,Italia,Male,1956
5667,11952,Fiona Crisp,United Kingdom,Female,2008
5668,123,Joshua Cristall,United Kingdom,Male,1974
5753,961,Keith Critchlow,United Kingdom,Male,1978
5754,126,John Crome,United Kingdom,Male,1863
5767,125,John Berney Crome,United Kingdom,Male,1910
5768,2357,Dorothy Cross,Ireland,Female,1995
5769,2490,Dr William Crotch,United Kingdom,Male,1996
5772,962,Jean Crotti,Switzerland,Male,1978
5773,2420,Eyre Crowe,United Kingdom,Male,1997
5774,17450,William Crozier,United Kingdom,Male,2013
5775,127,George Cruikshank,United Kingdom,Male,1869
5777,963,William Crutchfield,United States,Male,1975
5787,964,Carlos Cruz-Diez,Venezuela,Male,1976
5789,13142,Abraham Cruzvillegas,México,Male,2013
5807,2215,Enzo Cucchi,Italia,Male,1989
5808,11699,Minerva Cuevas,0,Female,0
5809,2421,George Cuitt  Junior,United Kingdom,Male,1997
5811,965,Modestos Cuixart,Spain,Male,1977
5812,12042,Martin Cullen,United Kingdom,Male,2010
5818,128,George Cumberland,United Kingdom,Male,1978
5819,966,Charles Cundall,United Kingdom,Male,1933
5821,967,Nora L.M. Cundell,United Kingdom,Female,1923
5822,8786,Alexandre da Cunha,Brasil,Male,2006
5824,11820,François Curlet,0,Male,0
5825,968,John S. Currie,United Kingdom,Male,1925
5826,7462,Ken Currie,United Kingdom,Male,2004
5827,2694,John Currin,United States,Male,2007
5836,2736,Layla Curtis,United Kingdom,Female,2000
5837,969,Simon Cutts,United Kingdom,Male,1982
5838,14581,Keren Cytter,Israel,Female,2011
5839,2636,Lady Dacre,0,Female,1997
5840,14983,Dadamaino,Italia,Female,2011
5842,129,Frank Dadd,United Kingdom,Male,1908
5843,130,Richard Dadd,United Kingdom,Male,1915
5850,970,Peter Daglish,United Kingdom,Male,1976
5853,2292,Michael Dahl,Sweden,Male,1991
5854,971,Salvador Dalí,Spain,Male,1979
5860,131,Nicholas Thomas Dall,Danmark,Male,1900
5862,973,Jules Dalou,France,Male,1966
5863,2422,Richard Dalton,United Kingdom,Male,1996
5864,4611,Dexter Dalwood,United Kingdom,Male,2008
5866,974,Hubert Dalwood,United Kingdom,Male,1959
5871,133,Edward Dalziel,United Kingdom,Male,1925
5872,132,Edward Gurden Dalziel,United Kingdom,Male,1925
5874,134,Thomas Dalziel,United Kingdom,Male,1925
5875,2553,Anne Seymour Damer,United Kingdom,Female,1997
5876,135,Francis Danby,Ireland,Male,1953
5883,2423,George Dance,United Kingdom,Male,1996
5909,136,Sir Nathaniel Dance-Holland,United Kingdom,Male,1955
6078,137,Thomas Daniell,United Kingdom,Male,1872
6083,138,William Daniell,United Kingdom,Male,1979
6695,975,Harvey Daniels,United Kingdom,Male,1975
6696,7349,René Daniëls,Nederland,Male,2004
6699,12114,Adam Dant,United Kingdom,Male,2008
6700,976,Hanne Darboven,Germany,Female,1982
6701,2241,Allan D'Arcangelo,United States,Male,1975
6705,2267,Ian Davenport,United Kingdom,Male,1990
6707,2295,Grenville Davey,United Kingdom,Male,1994
6719,14881,Moyra Davey,Canada,Female,0
6720,978,Allen David,India,Male,1975
6724,8314,Enrico David,Italia,Male,2008
6727,13353,Bruce Davidson,United States,Male,0
6728,979,Alan Davie,United Kingdom,Male,1975
6753,980,John Davies,United Kingdom,Male,1972
6758,2667,Peter Davies,United Kingdom,Male,1998
6759,2491,Edward Thompson Davis  of Worcester,United Kingdom,Male,1997
6760,981,Gene Davis,United States,Male,1969
6761,139,Henry William Banks Davis,United Kingdom,Male,1894
6764,140,John Scarlett Davis,United Kingdom,Male,1935
6868,2285,Lady Davis,United Kingdom,Female,1914
6869,982,Ron Davis,United States,Male,1968
6870,2381,Stuart Davis,United States,Male,1996
6871,141,William Davis,Ireland,Male,1986
6872,983,Francis Davison,United Kingdom,Male,1986
6873,142,George Dawe,United Kingdom,Male,1965
6875,984,Lawrence Daws,Australia,Male,1975
6879,143,Edward Dayes,United Kingdom,Male,1856
6925,734,Count Albert De Belleroche,United Kingdom,Male,1955
6926,902,Giorgio De Chirico,Greece,Male,1951
6929,985,Peter De Francia,France,Male,1986
6942,2192,Wilfred Gabriel De Glehn,United Kingdom,Male,1934
6943,1219,Sir Roger De Grey,United Kingdom,Male,1956
6946,1385,Stanislawa De Karlowska,Poland,Female,1935
6949,145,Philip James De Loutherbourg,Switzerland,Male,1856
7040,1556,Roy De Maistre,Australia,Male,1953
7045,2354,Cathy De Monchaux,United Kingdom,Female,1994
7048,1850,José De Rivera,United States,Male,1967
7049,148,Peter De Wint,United Kingdom,Male,1879
7098,2492,James Deacon,0,Male,1996
7099,986,Richard Deacon,United Kingdom,Male,1997
7134,987,Catherine Dean,United Kingdom,Female,1940
7135,2675,Tacita Dean,United Kingdom,Female,2002
7166,2282,W. Deeble,0,Male,1988
7167,988,Edgar Degas,France,Male,1916
7180,989,Adolf Dehn,United States,Male,1975
7181,990,Ad Dekkers,Nederland,Male,1973
7183,14771,Luc Delahaye,France,Male,0
7184,144,William Alfred Delamotte,United Kingdom,Male,1968
7185,991,Tony DeLap,United States,Male,1967
7186,992,Robert Delaunay,France,Male,1958
7189,993,Sonia Delaunay,Ukraine,Female,1980
7191,3034,Jeremy Deller,United Kingdom,Male,2001
7196,994,Paul Delvaux,Belgium,Male,1957
7198,2641,Thomas Demand,Germany,Male,1997
7200,995,Gunter Demnig,Germany,Male,1982
7201,2493,John Charles Denham,0,Male,1997
7204,2598,Dominic Denis,United Kingdom,Male,1997
7205,2647,Balthasar Denner,Germany,Male,1997
7206,2294,Jeffrey Dennis,United Kingdom,Male,1992
7207,997,Robyn Denny,United Kingdom,Male,1976
7292,2242,Henry Dentith,United Kingdom,Male,1975
7293,998,André Derain,France,Male,1935
7300,146,David Des Granges,United Kingdom,Male,1976
7301,999,François Desnoyer,France,Male,1982
7302,1000,Charles Despiau,France,Male,1938
7303,1001,Anthony Devas,United Kingdom,Male,1940
7305,147,Walter Howell Deverell,United States,Male,1911
7312,2223,Anthony Devis,United Kingdom,Male,1988
7315,2799,Arthur Devis,United Kingdom,Male,1918
7320,2542,John Devoto,0,Male,1997
7321,6327,Mark di Suvero,China,Male,2004
7322,6218,Sebastian Diaz Morales,Argentina,Male,2004
7323,1002,Jan Dibbets,Nederland,Male,1974
7326,1003,Sir William Reid Dick,United Kingdom,Male,1919
7333,2645,Mark Dickenson,0,Male,1997
7334,149,Sir Frank Dicksee,United Kingdom,Male,1877
7336,1004,Richard Diebenkorn,United States,Male,1982
7337,12631,Erik Dietman,Sweden,Male,2009
7338,150,William Edward Dighton,0,Male,1911
7339,2666,Rineke Dijkstra,Nederland,Female,2000
7346,1005,Michael Dillon,0,Male,1983
7348,1006,Norman Dilworth,United Kingdom,Male,1981
7352,1007,Pierre Dimitrienko,France,Male,1960
7353,1008,Braco Dimitrijevic,Bosna i Hercegovina,Male,1983
7363,1009,Jim Dine,United States,Male,1976
7405,1010,Ernest M. Dinkel,United Kingdom,Male,1929
7406,2789,Mark Dion,United States,Male,2000
7420,1011,Martin Disler,Switzerland,Male,1983
7432,1012,Jessica Dismorr,United Kingdom,Female,1968
7434,6758,Eugenio Dittborn,Chile,Male,2004
7436,1013,Harry Dixon,United Kingdom,Male,1891
7437,151,William Dixon,0,Male,1984
7439,1014,Frank Dobson,United Kingdom,Male,1929
7455,153,William Dobson,United Kingdom,Male,1888
7458,152,William Charles Thomas Dobson,0,Male,1982
7459,1015,Francis Dodd,United Kingdom,Male,1924
7465,1016,John Dodgson,Pakistan,Male,1960
7473,1017,Theo van Doesburg,Nederland,Male,1982
7474,2732,Willie Doherty,Ireland,Male,2013
7481,2361,Peter Doig,United Kingdom,Male,1997
7522,1018,Joseph Domjan,Hungery,Male,1975
7532,1019,Rita Donagh,United Kingdom,Female,1972
7540,154,Andrew Brown Donaldson,United Kingdom,Male,1899
7541,1020,Antony Donaldson,United Kingdom,Male,1975
7543,8143,Trisha Donnelly,United States,Female,2007
7545,1021,Piero Dorazio,Italia,Male,1966
7546,1022,Johannes Dörflinger,Germany,Male,1976
7551,2589,Itai Doron,Israel,Male,1997
7552,2208,Count Alfred D'Orsay,0,Male,0
7553,1023,Christian Dotremont,Belgium,Male,1978
7554,1024,Gerardo Dottori,Italia,Male,1971
7555,1025,John Doubleday,United Kingdom,Male,1983
7556,155,William Doughty,United Kingdom,Male,1939
7557,156,Edwin Douglas,United Kingdom,Male,1894
7558,157,Sir William Fettes Douglas,United Kingdom,Male,1859
7559,3038,Stan Douglas,Canada,Male,2001
7580,1026,Gianni Dova,Italia,Male,1956
7582,158,Ebenezer Newman Downard,United Kingdom,Male,1969
7583,159,John Downman,United Kingdom,Male,1896
7618,1027,Peter Downsbrough,United States,Male,1977
7619,2350,John Downton,United Kingdom,Male,1998
7622,1028,John Doyle,0,Male,1975
7624,2424,Richard Doyle,United Kingdom,Male,1997
7625,1029,Herbert Draper,United Kingdom,Male,1898
7626,161,Conrad Dressler,United Kingdom,Male,1902
7627,1030,Timothy Drever,United Kingdom,Male,1975
7628,17320,Leonardo Drew,United States,Male,2013
7629,1031,Achilles Droungas,Greece,Male,1975
7632,8089,František Drtikol,Czech Republica,Male,2010
7633,1032,Malcolm Drummond,United Kingdom,Male,1963
7635,163,Alfred Drury,United Kingdom,Male,1896
7636,1033,Russell Drysdale,United Kingdom,Male,1951
7637,2679,Simon Du Bois,Belgium,Male,1998
7638,1034,Mario Dubsky,United Kingdom,Male,1987
7639,1035,Jean Dubuffet,France,Male,1983
7658,1036,Marcel Duchamp,France,Male,1975
7668,1037,Raymond Duchamp-Villon,France,Male,1960
7670,1045,Charles Dufresne,France,Male,1926
7671,1038,Raoul Dufy,France,Male,1936
7680,1039,Thomas Dugdale,United Kingdom,Male,1935
7681,1040,John Dugger,United States,Male,1980
7682,2407,Marlene Dumas,South Africa,Female,1996
7692,1041,Evelyn Dunbar,United Kingdom,Female,1940
7695,2284,Susanna Duncombe,0,Female,1986
7771,2279,Carroll Dunham,United States,Male,2002
7797,2619,Balthazar Anton Dunker,Germany,Male,1997
7798,1042,Ronald Ossory Dunlop,United Kingdom,Male,1937
7801,1043,André Dunoyer de Segonzac,France,Male,1939
7805,1044,Bernard Dunstan,United Kingdom,Male,1975
7807,162,Gainsborough Dupont,0,Male,1847
7809,9914,Sam Durant,United States,Male,2009
7810,11953,Jimmie Durham,United States,Male,2008
7812,1046,Jennifer Durrant,United Kingdom,Female,1981
7814,1047,Alan L. Durst,United Kingdom,Male,1932
7817,164,William Dyce,United Kingdom,Male,1894
7826,6860,Marcel Dzama,Canada,Male,2008
7838,1048,Dusan Dzamonja,Makedonija,Male,1961
7839,1049,Joan Eardley,United Kingdom,Female,1986
7840,16658,Anthony Earnshaw,United Kingdom,Male,2012
7841,165,Sir Alfred East,United Kingdom,Male,1938
7842,166,Sir Charles Lock Eastlake,United Kingdom,Male,1847
7849,3096,Keith Edmier,United States,Male,2001
7851,167,Henry Edridge,United Kingdom,Male,1927
7860,168,Edwin Edwards,United Kingdom,Male,1900
7861,1050,Jeffery Edwards,0,Male,1975
7866,2252,Sylvia Edwards,United States,Female,0
7867,169,Augustus Leopold Egg,United Kingdom,Male,1847
7872,170,William Maw Egley,United Kingdom,Male,1947
7873,1051,Georg Ehrlich,Austria,Male,1942
7875,5239,Olafur Eliasson,Danmark,Male,2004
7877,10751,Hala Elkoussy,Misr,Female,2012
7878,1053,Geoffrey Elliott,United Kingdom,Male,1975
7879,171,Alfred Elmore,Ireland,Male,1934
7880,16988,Ibrahim El-Salahi,As-Sudan,Male,2013
7881,8145,Nusch Eluard,France,Female,0
7882,8147,Paul Eluard,France,Male,0
7883,1054,Frederick W. Elwell,United Kingdom,Male,1919
7884,1055,John Elwyn,United Kingdom,Male,1975
7886,1056,Frank L. Emanuel,United Kingdom,Male,1912
7887,1057,Rowland Emett,United Kingdom,Male,1985
7888,1058,Céline Emilian,France,Female,1939
7889,2590,Tracey Emin,United Kingdom,Female,1997
7915,14475,Joakim Eneroth,Sweden,Male,2011
7923,1059,Florence Engelbach,Spain,Female,1939
7924,12112,Simon English,0,Male,2008
7925,1060,James Ensor,Belgium,Male,1936
7926,13597,Mitch Epstein,United States,Male,2011
7927,1061,Sir Jacob Epstein,United States,Male,1917
7952,1062,Rodolphe d' Erlanger,France,Male,1922
7953,1063,Thomas Erma,Eesti,Male,1972
7954,1064,John Ernest,United States,Male,1966
7957,1065,Max Ernst,Germany,Male,1941
7966,15851,Paz Errazuriz,Chile,Female,2011
7978,1066,Erté,Russia,Male,1975
7993,12043,Elliot Erwitt,France,Male,2010
7994,13676,Samira Eskandarfar,Îran,Female,2010
7995,4831,Pepe Espaliú,Spain,Male,2002
7997,3028,Inka Essenhigh,United States,Female,2001
8000,2628,Lord Essex,0,Male,1997
8001,1067,Richard Estes,United States,Male,1979
8003,1068,Maurice Estève,France,Male,1990
8005,1069,Frederick Etchells,United Kingdom,Male,1931
8010,7080,Roe Ethridge,United States,Male,0
8011,1070,Sorel Etrog,Romania,Male,1970
8012,172,William Etty,United Kingdom,Male,1847
8034,1071,Richard Eurich,United Kingdom,Male,1940
8039,1072,Garth Evans,United Kingdom,Male,1978
8049,3246,Jason Evans,United Kingdom,Male,2001
8057,1073,Merlyn Oliver Evans,United Kingdom,Male,1953
8067,2224,Sebastian Evans,0,Male,1988
8068,1074,Reginald G Eves,United Kingdom,Male,1929
8070,12939,Ruth Ewan,United Kingdom,Female,2009
8071,173,Hans Eworth,Belgium,Male,1963
8074,6411,VALIE EXPORT,Austria,Female,2006
8078,1075,Anthony Eyton,United Kingdom,Male,1982
8081,1076,Luciano Fabro,Italia,Male,1984
8087,174,Thomas Faed,United Kingdom,Male,1894
8090,175,Robert Fagan,United Kingdom,Male,1981
8091,4773,Öyvind Fahlström,Brasil,Male,2002
8094,2591,Angus Fairhurst,United Kingdom,Male,1997
8124,1077,Ian Fairweather,United Kingdom,Male,1935
8125,1078,Claire Falkenstein,United States,Female,1970
8126,1079,Henri Fantin-Latour,France,Male,1904
8131,176,Joseph Farington,United Kingdom,Male,1927
8152,10350,Geoffrey Farmer,Canada,Male,0
8153,177,David Farquharson,Australia,Male,1897
8155,178,Joseph Farquharson,United Kingdom,Male,1906
8156,1080,Francisco Farreras,Spain,Male,1962
8157,10200,Omer Fast,Israel,Male,2013
8158,1081,Jean Fautrier,France,Male,1985
8166,1082,Pericle Fazzini,Italia,Male,1960
8167,1083,Hilda Fearon,United Kingdom,Female,1936
8168,1084,Mary Fedden,United Kingdom,Female,1975
8181,2677,Helmut Federle,Switzerland,Male,2002
8192,1085,Henry C Fehr,United Kingdom,Male,1894
8193,1086,Hans Feibusch,Germany,Male,1975
8195,13198,Jo Feiler,United States,Female,2010
8196,1087,Paul Feiler,Germany,Male,1965
8199,12632,Hans-Peter Feldmann,Germany,Male,2009
8200,1088,Sheila Fell,United Kingdom,Female,1962
8203,179,William Gow Ferguson,United Kingdom,Male,1955
8204,1089,J.D. Fergusson,United Kingdom,Male,1949
8207,180,John Ferneley  I,United Kingdom,Male,1943
8213,181,John Ferneley  II,United Kingdom,Male,1982
8214,10613,León Ferrari,Argentina,Male,2009
8413,2310,Benjamin Ferrers,0,Male,1992
8414,6842,Dee Ferris,United Kingdom,Female,2010
8415,1090,Elsie Few,Jamaica,Female,1981
8417,182,Anthony Vandyke Copley Fielding,United Kingdom,Male,1899
8420,2607,Brian Fielding,United Kingdom,Male,1997
8421,1091,Stanislaw Fijalkowski,Poland,Male,1983
8423,183,Sir Luke Fildes,United Kingdom,Male,1894
8425,2425,Francis Oliver Finch,United Kingdom,Male,1997
8427,2255,William Finden,United Kingdom,Male,1989
8428,1092,Lois Fine,0,Female,1975
8429,5287,Leonor Fini,Argentina,Female,2012
8430,4817,Michael Finn,United Kingdom,Male,2002
8431,1094,John Finnie,0,Male,1975
8432,4745,Rose Finn-Kelcey,United Kingdom,Female,2002
8433,2757,Peter Fischli,Switzerland,Male,2008
8440,1095,Brian Fisher,0,Male,1977
8441,1096,Joel Fisher,United States,Male,1982
8442,184,Mark Fisher,United States,Male,1915
8447,1097,Melton Fisher,United Kingdom,Male,1898
8448,1098,Roy Fisher,0,Male,1975
8453,1099,James Fitton,United Kingdom,Male,1954
8454,185,John Anster Fitzgerald,0,Male,1968
8455,1100,Barry Flanagan,United Kingdom,Male,1975
8617,1101,Dan Flavin,United States,Male,1971
8619,186,John Flaxman,United Kingdom,Male,1922
8906,11826,Lili Fleury,0,Female,0
8907,187,Mary Sargant Florence,United Kingdom,Male,1932
8910,2761,Ceal Floyer,Pakistan,Female,2000
8916,188,John Henry Foley,Ireland,Male,1900
8917,1102,Lucio Fontana,Argentina,Male,1959
8921,1103,Jean-Louis Forain,France,Male,1918
8924,189,Elizabeth Forbes,Canada,Female,1986
8925,190,Stanhope Alexander Forbes,Ireland,Male,1894
8926,1104,Vivian Forbes,United Kingdom,Female,1933
8927,1105,Eric Forbes-Robertson,United Kingdom,Male,1973
8928,191,Edward Onslow Ford,United Kingdom,Male,1894
8932,2733,Laura Ford,United Kingdom,Female,1999
8933,1106,Mary Ford,0,Female,1979
8934,2260,Günther Förg,Germany,Male,1990
8949,1107,Andrew Forge,United Kingdom,Male,1962
8950,10692,Iain Forsyth,United Kingdom,Male,2007
8951,11360,Samuel Fosso,Cameroun,Male,2013
8962,192,Myles Birket Foster,United Kingdom,Male,1905
8967,2495,William Foster,0,Male,1997
8968,2772,André Fougeron,France,Male,2000
8976,9061,Luke Fowler,United Kingdom,Male,2011
8977,1108,Douglas Fox Pitt,United Kingdom,Male,1924
8980,3889,Simon Foxton,0,Male,0
8981,1109,Elsa Fraenkel,Germany,Female,1952
8982,1110,Edward Reginald Frampton,United Kingdom,Male,1982
8983,1112,Meredith Frampton,United Kingdom,Male,1935
8989,1111,Sir George Frampton,United Kingdom,Male,1905
8991,2565,François Louis Thomas Francia,France,Male,1988
9054,2311,Mark Francis,United Kingdom,Male,1994
9058,1113,Sam Francis,United States,Male,1984
9063,5275,Robert Frank,Switzerland,Male,2008
9089,1114,Helen Frankenthaler,United States,Female,1980
9127,193,Alexander Fraser,United Kingdom,Male,1847
9129,9439,Andrea Fraser,United States,Female,2007
9133,1115,Claud Lovat Fraser,United Kingdom,Male,1975
9136,1116,Barnett Freedman,United Kingdom,Male,1939
9190,2712,Carl Freedman,0,Male,0
9191,1117,Antonio Freiles,0,Male,1979
9194,1118,Jean Frélaut,France,Male,1935
9195,1119,Vera Frenkel,Slovenia,Female,1976
9196,1120,Lucian Freud,Germany,Male,1952
9222,1121,Arthur Friedenson,United Kingdom,Male,1907
9223,5293,Lee Friedlander,United States,Male,2010
9224,1122,Ian Friend,United Kingdom,Male,1985
9225,1123,Othon Friesz,France,Male,1940
9227,1124,Dame Elisabeth Frink,United Kingdom,Female,1953
9352,2426,Alfred Downing Fripp,United Kingdom,Male,1997
9354,2427,George Arthur Fripp,0,Male,1997
9355,194,William Powell Frith,United Kingdom,Male,1859
9358,2388,Bernard Frize,France,Male,1996
9359,1125,Adolf Frohner,Austria,Male,1978
9360,1126,Sir Terry Frost,United Kingdom,Male,1975
9411,195,William Edward Frost,United Kingdom,Male,1938
9413,1127,Martin Froy,United Kingdom,Male,1952
9416,1128,Anthony Fry,United Kingdom,Male,1957
9419,1129,Roger Fry,United Kingdom,Male,1931
9436,2265,Thomas Frye,Ireland,Male,1990
9437,1130,Emil Fuchs,Austria,Male,1910
9438,17414,Hideko Fukushima,0,Female,2013
9439,1131,George Fullard,United Kingdom,Male,1975
9441,196,Isaac Fuller,Germany,Male,1955
9442,1132,Sue Fuller,United States,Female,1965
9443,197,John Fulleylove,United Kingdom,Male,1955
9444,1133,Hamish Fulton,United Kingdom,Male,1979
9478,13623,William Furlong,United Kingdom,Male,2011
9480,1134,Charles Wellington Furse,United Kingdom,Male,1905
9484,198,Henry Fuseli,Switzerland,Male,1887
9496,1135,Michael Fussell,United Kingdom,Male,1962
9497,1136,Samuel Fyzee-Rahamin,India,Male,1925
9499,8313,Meschac Gaba,Bénin,Male,0
9500,2790,Neville Gabie,South Africa,Male,2001
9524,1137,Naum Gabo,Belarus,Male,1979
